priority,flag,coin_id,year,program,denomination,mint_mark,condition,cost,quantity,description,personal_notes,source_file,question_for_AJ
2,Looks like a SET — confirm if individual coin or set record,1fff118d-9f69-4f8e-8d6c-3c4af2bb5dda,1976,U.S. Bicentennial,Dollar,S,Proof-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,29aa9c54-2dc2-4ffa-94d7-48862afad42f,1976,U.S. Bicentennial,Dollar,S,Proof-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,38d5386b-73d1-4257-8227-1503d8cb0c34,1976,U.S. Bicentennial,1 Dollar,S,Proof-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,4abec370-74c8-4cc9-887b-f4db4ed8c33f,1976,U.S. Bicentennial,1 Dollar,S,UNC 63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,4e049129-a280-447c-ae23-5ed5e7faa8cf,1976,U.S. Bicentennial,1 Dollar,,MS-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,5aa74d5e-4205-4f79-93a4-3bf44947c1ed,1976,U.S. Bicentennial,Dollar,S,UNC 63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,6427eb10-4881-497a-9755-a64ff4470aa4,1976,U.S. Bicentennial,Dollar,,UNC 63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,6649469b-2d12-423f-be89-8965da1b6886,1976,U.S. Bicentennial,1 Dollar,S,Proof-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,8a3ff0c2-117c-42ca-aa77-1753a9aacc39,1976,U.S. Bicentennial,1 Dollar,S,Proof-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,98f9667e-521d-466c-9f95-5371e0fdea4e,1976,U.S. Bicentennial,Dollar,,UNC 63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,c59953f2-ca03-4e02-a3d0-827281da943b,1976,U.S. Bicentennial,Dollar,D,UNC 63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,d8d9266a-89da-40a6-a720-ead171bad583,1976,U.S. Bicentennial,Dollar,S,Proof-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,e4a96c13-82e5-4cd7-b3f9-f810b9ff2a2d,1976,U.S. Bicentennial,Dollar,D,MS-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,ed45cd95-91ce-439b-b148-3bd6f2d4c09c,1976,U.S. Bicentennial,1 Dollar,,UNC 63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,3e745714-c2f3-4be8-bceb-653c1a316a68,2023,Ultimate Modern Morgan and Peace Silver Dollar Collection,Peace Dollar,,Ungraded,$85.42,1,,Shipped as part of 'The Ultimate Modern Morgan and Peace Sil,invoices/queue/447bd98a-8ac8-47e3-9734-25ed3335bad9_Scan_20260129 (61).pdf,
2,Looks like a SET — confirm if individual coin or set record,20ad0650-00b7-4f99-9241-9f7804f946dd,1861,Walking Liberty Half Dollar,Half Dollar,P,Very Fine,$148.50,1,,Input description: no motto. Note: Year 1861 is inconsistent,,
2,Looks like a SET — confirm if individual coin or set record,19d528cd-40f6-4f03-af16-6c57a4c997e1,1872,Walking Liberty Half Dollar,Half Dollar,P,Good,$130.00,1,,Input description: motto. Note: Year 1872 is inconsistent wi,,
2,Looks like a SET — confirm if individual coin or set record,f1782ef3-d482-498c-a156-c52a38849317,1948,Walking Liberty Half Dollar,Half Dollar,O,Very Fine,$329.00,1,,Note: The year and mint mark are inconsistent with the known,,
2,Looks like a SET — confirm if individual coin or set record,80aa32b3-2227-4faf-b490-e1bc2dc4fc27,1943-46,Wartime Lincoln Head Cent Set with folder 12 coins,,,average circ,$16.95,1,Wartime Lincoln Head Cent Set with folder 12 coins,,miscellaneous purchases.xlsx,
2,Year 'multiple' looks invalid,e5a28f71-fbed-420e-bbd5-6e3a75ee3667,multiple,Wheat Cents,1 cent,,Ungraded,49.95,1,,3 Troy Pound of Wheaties approx 360 coins,,
2,Looks like a SET — confirm if individual coin or set record,bd3ae2cc-9632-4b12-8f98-d27455af431e,1941-45,World War II Coin collection,,,average circ,points,1,World War II Coin collection,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,dbb983cb-5555-42bb-965e-4128571a6b39,1964,silver proof set 5 coins,,,ch prood 63,$67.50,1,silver proof set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,85b79947-de6f-4222-8dba-edb3c9fe7fd3,,100 coins from ioo countries with treasure chest,,,uncirculated,$49.95,1,100 coins from ioo countries with treasure chest,,miscellaneous purchases.xlsx,
3,Missing Denomination,03153afb-9f63-4c3c-b30b-0973c47e679f,,"103-76BC Alexander Jannaeus Bronze Widow's Mite H469-70,72",,,fair good,$15.00,1,"103-76BC Alexander Jannaeus Bronze Widow's Mite H469-70,72",,miscellaneous purchases.xlsx,
3,Missing Denomination,2e922f8d-b9ff-4fde-8868-c40414305f4a,,2021 W ASE T-1 FDOI PF70 ULTRA CAMEO signed by John Mercanti,,,,,1,2021 W ASE T-1 FDOI PF70 ULTRA CAMEO signed by John Mercanti,,JAS Gallery invoice.xlsx,
3,Missing Denomination,b945df94-501f-44a6-9e03-da2f20791619,,2021s ase t-1 & t-2 Emergency issue set FDOI NGC MS70 signed by John Mercanti,,,,,1,2021s ase t-1 & t-2 Emergency issue set FDOI NGC MS70 signed by John Mercanti,,JAS Gallery invoice.xlsx,
3,Missing Denomination,0ae1daa6-c92a-4b2b-99c2-1c04bee4d227,1968-98,31 different US proof sets,,,ch proof 63,$599.00,1,31 different US proof sets,,miscellaneous purchases.xlsx,
3,Missing Denomination,acdfa271-9d92-428f-8625-8d7d2adf08ac,2018-20,41 Native American quarters and folder,,,circulated,$196.00,1,41 Native American quarters and folder,,miscellaneous purchases.xlsx,
3,Missing Denomination,537b08c8-95c6-4311-9599-fbd96fe5f16c,1916-1920,5 Different Mint Weat Cents,,,,$56.95,1,5 Different Mint Weat Cents,,miscellaneous purchases.xlsx,
3,Missing Denomination,cfb0ba60-51eb-43f5-8f11-9d0b9dacef5a,,50 bank notes from 50 countries with chart,,,average circ,$49.95,1,50 bank notes from 50 countries with chart,,miscellaneous purchases.xlsx,
3,Missing Denomination,31cf4601-c9b1-4da1-bfd3-da27619c50c1,2020S,AI$ Proof Set,,,ch proof 63,$80.00,1,AI$ Proof Set,,miscellaneous purchases.xlsx,
3,Missing Denomination,923fd8b8-e61d-4158-b369-8c95ac22cb01,1939,America Revisited Club; Time Capsule Year Set,,,Circulated,$103.00,1,,Contains 5 coins from 1939.,invoices/queue/96b3eb20-5ea7-4771-95fd-838413a13356_Scan_20260129 (47).pdf,
3,Missing Denomination,74c4aede-d8fa-42ce-bcf4-b838f1829e09,1954,America Revisited Club; Time Capsule Year Set,,,Circulated,$94.50,1,,Contains 5 coins from 1954.,invoices/queue/96b3eb20-5ea7-4771-95fd-838413a13356_Scan_20260129 (47).pdf,
3,Missing Denomination,65b471d0-a182-4cd5-971b-f2121e93898d,,Buffalo Nickel,,,,,1,,,BUFFALO NICKELS.xlsx,
3,Missing Denomination,740898ca-a9dc-4c46-b1a0-3b51ff2e60d9,,Buffalo Nickel,,,,,1,,,BUFFALO NICKELS.xlsx,
3,Missing Denomination,7f2ac628-7dc3-4e1f-8c1a-721e25a5a72c,,Buffalo Nickel,,,,,1,,,BUFFALO NICKELS.xlsx,
3,Missing Denomination,9ff5191f-baef-4bbf-97e2-6247b0a440d2,,Buffalo Nickel,,,,,1,,,BUFFALO NICKELS.xlsx,
3,Missing Denomination,393be615-0383-4b0d-95d6-3a9e372935df,,Buffalo Nickel 3 coin All Mint set,,,fine,points,1,Buffalo Nickel 3 coin All Mint set,,miscellaneous purchases.xlsx,
3,Missing Denomination,ed7ca15b-e10b-4f6a-bdc4-2e3ab23c394b,11914-16,Buffalo Nickel 3 coin mint set,,,average circ,points,1,Buffalo Nickel 3 coin mint set,,miscellaneous purchases.xlsx,
3,Missing Denomination,39b04e68-45a8-4b80-9c88-d0901d621e20,,Celebrating America Coin Collection,,,Ungraded,$17.95,1,,"The specific coin (year, denomination) is not explicitly sta",invoices/queue/85294d49-0af6-4251-a63b-2b94b931714a_Scan_20260129 (67).pdf,
3,Missing Denomination,5c8412e8-1bc6-48ab-8d58-73438a51be06,,Celebrating America Coin Collection,,,Ungraded,$17.95,1,,Shipment 9 of collection,invoices/queue/b248bd95-4d74-4ab4-9d7b-ae4275453762_Scan_20260129 (69).pdf,
3,Missing Denomination,a34d398d-792c-40b8-a35e-4cb895462543,2001S,Clad  Proof Set 10 coins,,,ch proog 63,$40.50,1,Clad  Proof Set 10 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,3ac52092-ab2a-454d-9823-5a62daebf5c8,2018S,Clad  Proof Set 10 coins,,,ch proog 63,$146.00,1,Clad  Proof Set 10 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,c0699946-4625-46ef-ad1e-32dec04f60f9,2004S,Clad  Proof Set 11 coins,,,ch proog 63,$40.50,1,Clad  Proof Set 11 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,c3439d5a-b9c2-497f-a6ac-21a32bc94821,2016S,Clad  Proof Set 13 coins,,,ch proog 63,$119.00,1,Clad  Proof Set 13 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,24712445-a2b9-477f-ab46-4663d5834f35,2014S,Clad  Proof Set 14 coins,,,ch proog 63,$90.95,1,Clad  Proof Set 14 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,80bdf654-7187-46cd-8b29-025af073c16d,1971S,Clad  Proof Set 5 coins,,,ch proog 63,$18.50,1,Clad  Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,a51a5054-788f-457f-b29f-54d787de7acc,1982S,Clad  Proof Set 5 coins,,,ch proog 63,$22.50,1,Clad  Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,d1eff7aa-7484-4297-94fd-8675609d6ccb,1985S,Clad  Proof Set 5 coins,,,ch proog 63,$22.50,1,Clad  Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,07d4031a-a0bd-42a2-a702-a4e81b5b01e7,1989S,Clad  Proof Set 5 coins,,,ch proog 63,$23.95,1,Clad  Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,c81c7942-47c0-49c5-a53f-b1a1a9420a68,1989S,Clad  Proof Set 5 coins,,,ch proog 63,$19.50,1,Clad  Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,99046f2e-7d32-4957-acce-01f8e46399dc,1995S,Clad  Proof Set 5 coins,,,ch proog 63,$38.50,1,Clad  Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,0d7b3a6d-cd7e-4faf-88f7-6d03653b08c9,1976S,Clad  Proof Set 6 coins,,,ch proog 63,$33.95,1,Clad  Proof Set 6 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,ac6bb748-b5e9-46e2-b37f-06c67b56bb20,1977S,Clad  Proof Set 6 coins,,,ch proog 63,$30.95,1,Clad  Proof Set 6 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,5620bc6b-1206-486f-bbae-5b4bec6fca5f,1978S,Clad  Proof Set 6 coins,,,ch proog 63,$28.95,1,Clad  Proof Set 6 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,9e9cc96d-e1e0-401a-b2db-3f4d324696b6,1980S,Clad  Proof Set 6 coins,,,ch proog 63,$23.95,1,Clad  Proof Set 6 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,16514dac-1400-4c41-8b91-9a22ea5c5191,1983S,Clad  Proof Set 6 coins,,,ch proog 63,$26.50,1,Clad  Proof Set 6 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,f55555a4-2e15-4551-bba4-a3f03863a97a,1999S,Clad  Proof Set 9 coins,,,ch proog 63,$34.50,1,Clad  Proof Set 9 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,3c85311b-2391-4b6f-84ba-52a2cef9d096,2000S,Clad Proof Set 10 Coins,,,ch proof 63,$25.95,1,Clad Proof Set 10 Coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,b3adf0c3-5c6b-4a65-892a-accf5bc3c813,2002S,Clad Proof Set 10 Coins,,,ch proof 63,$28.50,1,Clad Proof Set 10 Coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,56965cd9-fcd6-4110-9db1-1de8bd398505,2003S,Clad Proof Set 10 Coins,,,ch proof 63,$26.50,1,Clad Proof Set 10 Coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,7d33a2ce-c0cd-40d8-a2d3-906cc80617cd,2006S,Clad Proof Set 10 Coins,,,ch proof 63,$32.95,1,Clad Proof Set 10 Coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,cb23c3dd-b320-4b2f-8c4b-30750587340d,2017S,Clad Proof Set 10 coins,,,ch proof 63,$126.00,1,Clad Proof Set 10 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,6a4b0ac2-123e-42c4-9a0b-fe97ff49c7c4,2022S,Clad Proof Set 10 coins,,,ch proof 63,$44.95,1,Clad Proof Set 10 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,eb1510e8-07f6-4ac4-9b00-e43bce8c4f70,2019S,Clad Proof Set 11 coins,,,ch proof 63,$78.95,1,Clad Proof Set 11 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,0ae6ce64-6ec6-4599-92dc-2413ef43b60c,2006S,Clad Proof Set 14 Coins,,,ch proof 63,$92.50,1,Clad Proof Set 14 Coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,767bca45-aabb-46ea-ac10-14c94118134c,2007S,Clad Proof Set 14 coins,,,ch proof 63,$56.00,1,Clad Proof Set 14 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,b97b09d3-c61a-482b-9311-63cf8cbeac7f,2008S,Clad Proof Set 14 coins,,,ch proof 63,$108.00,1,Clad Proof Set 14 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,7afa9416-4e1e-45c6-9c86-242716e90e3e,2013S,Clad Proof Set 14 coins,,,ch proof 63,$158.00,1,Clad Proof Set 14 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,83203916-5509-47aa-9131-d639ba17ed4e,2013S,Clad Proof Set 14 coins,,,ch proof 63,$90.95,1,Clad Proof Set 14 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,83ba22b0-4bb3-43cf-8560-d27e65a694bd,2015S,Clad Proof Set 14 coins,,,ch proof 63,$92.50,1,Clad Proof Set 14 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,5de66bea-05b5-4c3c-9ce4-620689d8852b,1968S,Clad Proof Set 5 coins,,,ch proof 63,$30.95,1,Clad Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,e914d030-594e-4715-91a1-9b26d3820c58,1987S,Clad Proof Set 5 coins,,,ch proof 63,$20.00,1,Clad Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,5bfd2a89-7bbd-4f78-b828-a88e574e340a,1998S,Clad Proof Set 5 coins,,,ch proof 63,$36.95,1,Clad Proof Set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,71692645-e377-4760-b4f5-814b888016b5,1979S,Clad Proof Set 6 coins,,,ch proof 63,$33.25,1,Clad Proof Set 6 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,530211bf-d177-40a1-b84c-e759d045103b,2021S,Clad Proof Set7 coins,,,ch proof 63,$44.95,1,Clad Proof Set7 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,5cfd9020-ef60-4a9c-b8e8-6ccfc4eb1b45,2005S,Clad Proof set  11 coins,,,ch proof 63,$23.50,1,Clad Proof set  11 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,50fd7f72-4416-4779-be91-5ca3b5d82381,1972S,Clad Proof set 5 coins,,,ch proof 63,$18.50,1,Clad Proof set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,dbaced33-6b8a-409a-b312-07d9d5702cd6,2021S,Clad Silver Proof Set 7 coins,,,ch proof 63,$175.00,1,Clad Silver Proof Set 7 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,b2cffe39-88c2-4dd6-b09b-cff247e99883,2009S,Clad US Mint Proof set 18 coins,,,ch proof 63,$71.95,1,Clad US Mint Proof set 18 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,594aaaef-70f6-4d77-8443-4da736df9153,1996S,Clad proof set 5 coins,,,ch proof 63,$31.50,1,Clad proof set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,ac023324-941d-4407-9ba6-823f7cf84f94,2018-20,Complete 50 Native American Quarters and folder,,,uncirculated,$259.00,1,Complete 50 Native American Quarters and folder,,miscellaneous purchases.xlsx,
3,Missing Denomination,8fb30fc1-8a61-48c6-bd35-e5511ad31798,1987S,Consitution silver dollar commemorative in case79.95,,,,,1,Consitution silver dollar commemorative in case79.95,,miscellaneous purchases.xlsx,
3,Missing Denomination,4583bee5-e188-46f6-bec7-991df646c3b2,1971-78,Eisenhower Dollar set 16 coins with lbum,,,unc Proog 63,points,1,Eisenhower Dollar set 16 coins with lbum,,miscellaneous purchases.xlsx,
3,Missing Denomination,a7e2f803-1ccd-46ea-a7c1-7be33f4ee08b,1981S,Filled S Proof Set 6 Coins,,,ch proof 63,$24.95,1,Filled S Proof Set 6 Coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,739baa56-197f-414a-8df1-dd40c29fdbcf,2006P,"Franklin dollar commemorative ""Scientist"" no case PR63",,,ch proof 63,$91.50,1,"Franklin dollar commemorative ""Scientist"" no case PR63",,miscellaneous purchases.xlsx,
3,Missing Denomination,c88df2f6-830f-4246-8dea-db43d5c47c42,,George Washimgtom Coin Note and stamp set,,,,$29.95,1,George Washimgtom Coin Note and stamp set,,miscellaneous purchases.xlsx,
3,Missing Denomination,d283d60b-5cb1-4632-a505-ba2dd6fbc754,1883,Hawaiian Silver Dime PCGS,,,about unc 50,$550.00,1,Hawaiian Silver Dime PCGS,,miscellaneous purchases.xlsx,
3,Missing Denomination,4b608086-063a-4f7e-870b-14538d71d791,1883,Hawaiian Silver Quarter PCGS,,,very ch unc,$742.00,1,Hawaiian Silver Quarter PCGS,,miscellaneous purchases.xlsx,
3,Missing Denomination,41a697a1-2a51-4b08-a3ba-0f6ad94e230f,19th & 20th century,Indian Head Cent 2 coin set with case,,,extra fine,points,1,Indian Head Cent 2 coin set with case,,miscellaneous purchases.xlsx,
3,Missing Denomination,47ac9913-3be2-4934-88f0-c9e88e48a010,1964-2012,Kennedy 50 cent year set  48 coins including 2005 coin,,,MS60,$450.00,1,Kennedy 50 cent year set  48 coins including 2005 coin,,miscellaneous purchases.xlsx,
3,Missing Denomination,0e48a7da-5939-45cb-a1bd-3d31bb35ce97,1936-38,Last seven Buffalo Nickels,,,genuine or B,$47.50,1,Last seven Buffalo Nickels,,miscellaneous purchases.xlsx,
3,Missing Denomination,782d600f-041e-4d29-bb2f-819205fe4260,2009,Lincoln Bicentennial cents colorized and gold plated 8 coin set,,,,$6.95,1,Lincoln Bicentennial cents colorized and gold plated 8 coin set,,miscellaneous purchases.xlsx,
3,Missing Denomination,b4024931-11e2-4f84-b297-c30293873752,,Mercury Silver Dime PDS Set 3 coins,,,average circ,points,1,Mercury Silver Dime PDS Set 3 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,48109f69-6f91-4acb-9d8d-2b05dfe969e6,,Mint Set,,,uncirculated,,1,11 coins,,Mint Sets.xlsx,
3,Missing Denomination,e9584d04-8ac0-4bd6-a190-d3d4ec961cb6,2017S,National Park Year Set San Francisco Mint 5 coins,,,uncirculated,$15.75,1,National Park Year Set San Francisco Mint 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,a309093b-e598-420a-a268-b7a45fae02ff,2018S,National Park Year Set San Francisco Mint 5 coins,,,uncirculated,$11.50,1,National Park Year Set San Francisco Mint 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,7abcb158-4b0e-4b23-8150-4d3c8376412e,2020S,National Park quarters Silver Proof Year set 5 coins,,,ch proof 63,$74.95,1,National Park quarters Silver Proof Year set 5 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,50587c4e-9fb7-4f8b-a078-8faab1a69c9c,2018-20,P&D American Innovation Set (18),,,uncirculated,$71.00,1,P&D American Innovation Set (18),,miscellaneous purchases.xlsx,
3,Missing Denomination,d6fa0ed7-ef8f-4161-beb6-3c64963fabbf,2018-20,P&D American Innovation set (18),,,uncirculated,$63.00,1,P&D American Innovation set (18),,miscellaneous purchases.xlsx,
3,Missing Denomination,3b200a2b-4fac-4f20-86db-7d3ae3b37403,2024,Proof Set,,S,Proof-63,$39.95,1,,10 Coins,gs://studio-9101802118-8c9a8-uploads/invoices/598882a2-f591-4eea-aa3f-d763d274189a_1769971001_Scan_20260128 (14).pdf,
3,Missing Denomination,e8356cde-97ea-4283-93e9-b7d997269730,2001S,Silver Proof set 10 coins,,,ch proof 63,$105.00,1,Silver Proof set 10 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,3baddf53-e57c-4280-9c12-25f6aa3935b1,2006S,Silver Proof set 10 coins,,,ch proof 63,$101.00,1,Silver Proof set 10 coins,,miscellaneous purchases.xlsx,
3,Missing Denomination,344378a4-de23-41a0-ae35-b8a5e824081c,1966,Special Mint Set Hard Holder,,,uncirculated,$38.95,1,Special Mint Set Hard Holder,,miscellaneous purchases.xlsx,
3,Missing Denomination,bc6487c3-baef-4e4b-b789-59802b29d672,1967,Special Mint Set hard holder,,,uncirculated,$41.95,1,Special Mint Set hard holder,,miscellaneous purchases.xlsx,
3,Missing Denomination,e6c3cdb3-1992-44a8-96b4-a9e42b9be920,1965,Special Mint Set soft holder,,,uncirculated,$43.00,1,Special Mint Set soft holder,,miscellaneous purchases.xlsx,
