year,mint,series,name,denom,est_value,index_key,coin_id
1913,S,Barber Silver Quarters,25 Cents,25 Cents,Pending,,e05e80be-fc2e-4a93-9cef-d172376fdafa
1998S,,Roosevelt Dimes,Dime,Dime,Pending,,e06ec1bc-c9a9-4d97-a513-3973d96140c7
1946,,,Quarter,Quarter,Pending,,e071e851-d1cc-46bb-bcc4-f9fc09cb2140
1868,,,1868,,Pending,,e092deda-7caa-4017-8b73-b99afb30fc5b
1961,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,e0974221-f30d-4b6c-94de-4092f5a5b16e
1925,,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,e09e11df-474e-4475-8492-e96ba25bb508
2004S,,State and Territory Quarters,Quarter,Quarter,Pending,,e0a0944b-f985-453b-bd50-a16f2301c69b
1846,,Braided Hair Large Cents,Large Cent,Large Cent,Pending,,e0ace1f5-e52e-4baa-a14b-79db0a8e49c9
2006,,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,e0af0f2d-a8db-423b-a083-f5f018bf2154
1996,S,Lincoln Cent,Penny,Penny,Pending,,e0af54dc-484d-4b46-903a-5b53364f9472
1913,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,e0ba7f28-0cb9-4a95-a86c-21c1d5dc5072
1990,D,Roosevelt Dime,Roosevelt Dime,Roosevelt Dime,Pending,,e0e526c7-9dc7-4f60-8001-82b1b43b71ff
1939,S,Mercury Dime,Dime,Dime,Pending,,e0ef2907-a24f-4751-afb2-26f415890bd4
2018,S,National Park Quarters,Quarter,Quarter,Pending,,e1106abe-5a01-4190-a010-d199dbe1101c
1897,P,Barber Dime,Barber Dime,Barber Dime,Pending,,e113ea83-813a-48f6-a9ac-80c6f2f5bdb1
1933,D,Lincoln Cent Series,Penny,Penny,Pending,,e118b94e-7658-4cf5-9580-c5922b5ae407
1875,,Liberty Seated Silver Dime,Dime,Dime,Pending,,e15cbf51-b3ba-4b1b-a2b7-2fbc5e1f3568
2003,S,Lincoln Cent,Penny,Penny,Pending,,e18c5ae0-5a64-4164-a8f1-3d637c1002bd
2016,D,Native American Dollar,1 Dollar,1 Dollar,Pending,,e1a5f29b-a0b2-442d-a119-1c4919977944
1963D,,Roosevelt Dimes,Dime,Dime,Pending,,e1b5fb6a-2078-4553-9d97-842772e1991a
1899,,Barber,Half Dollar,Half Dollar,Pending,,e1b72228-28c4-422b-aafa-833b11598113
1955,,Lincoln Cent,Penny,Penny,Pending,,e2057346-3e7b-44d0-b6e8-36bcf2852dbf
2006S,,State and Territory Quarters,Quarter,Quarter,Pending,,e21d20d7-d60b-4ab8-8bfd-0ba0a27a205f
1942,P,Jefferson Nickel Series,Nickel,Nickel,Pending,,e21fc3a3-cd20-487b-8058-0168ef9fa441
2023P,,Roosevelt Dimes,Dime,Dime,Pending,,e2329124-5201-4094-ad67-858d671728b5
2022,P,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,e2670a88-e67d-4898-81cb-4d1992bdc6a3
2020,S,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,e28291dc-e3db-47cc-9670-9c1cbb348a7f
1896,,Barber,Half Dollar,Half Dollar,Pending,,e284ea1d-4e6e-4ae7-af8e-e8c00de73376
2000S,,State and Territory Quarters,Quarter,Quarter,Pending,,e2ab5809-2e3d-4a4f-beed-0e3f5c09fa8e
2012,S,National Park Quarters,Quarter,Quarter,Pending,,e2af6882-80ee-4b9d-b59a-5398e4148e5b
2017S,,Roosevelt Dimes,Dime,Dime,Pending,,e2bad4fb-26f9-4522-95fe-2d9b32a8432a
1896,O,Barber,Half Dollar,Half Dollar,Pending,,e2e683fd-79f5-4c6a-988e-74cd607343f7
2000P,,Roosevelt Dimes,Dime,Dime,Pending,,e2f69c3b-2728-4ea0-bb0f-92d780f5a414
1888,S,Liberty Seated,Quarter,Quarter,Pending,,e323c48d-bf98-496b-8b03-5786b877c9fc
1922,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,e3529099-5216-4aff-9584-fd83b101f3ee
1931,S,Mercury Dime,Dime,Dime,Pending,,e35b5050-915c-4a77-88cf-ea84606f1273
1929,S,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,e361aaaf-8dff-4284-b410-03b37ae41e9f
2020,S,National Park Quarters,Quarter,Quarter,Pending,,e382a89c-91bf-4724-ba13-6ccf9dc97574
1996,,Lincoln Cent Series,Penny,Penny,Pending,,e38b7856-dcea-4d37-8b38-be0abdb71ffc
1973,S,Eisenhower Dollar,Dollar,Dollar,Pending,,e3aaa0d5-3466-4141-870e-0a4b22a73c75
2010D,,Presidential Dollars,1,1,Pending,,e3b878d6-5ea0-4581-ac94-d55e3e665dd9
2004P,,State and Territory Quarters,Quarter,Quarter,Pending,,e3b95f0f-3ec6-4849-86a0-1548b5baa27a
2023,D,US Women's Quarters,Quarter,Quarter,Pending,,e3f01354-dec2-4706-a4a5-e34faba8c149
1999,D,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,e4001e5a-455a-4b0a-8c4f-be029ef60332
1987,D,Lincoln Cent,Penny,Penny,Pending,,e411a319-b4ba-4a2d-868a-66e42d1171a7
2018,S,National Park Quarters,Quarter,Quarter,Pending,,e45bb11b-881c-4cf7-9712-8cb5e0a86078
1891,O,Morgan Silver Dollar,Dollar,Dollar,Pending,,e4641702-cee0-4612-8f33-9230492895f5
1908,,Barber Silver Quarters,25 Cents,25 Cents,Pending,,e4730cc7-7518-4a94-b5c9-b3e2d5076236
1811,,Capped Bust Half Dollar,Capped Bust Silver Half Dollar,Capped Bust Silver Half Dollar,Pending,,e484b5e7-43ad-409a-a5f8-81bbacb85cea
1994D,,Washington Silver Quarter,Quarter,Quarter,Pending,,e49327c0-9c37-47f2-9df7-a27a3aa7a2e2
1857,,Liberty Seated,Quarter,Quarter,Pending,,e497b15f-199a-450c-a97b-03f9f5d4048d
1976,D,U.S. Bicentennial,Dollar,Dollar,Pending,,e4a96c13-82e5-4cd7-b3f9-f810b9ff2a2d
1925,,Standing Liberty Silver Quarter Set,Quarter,Quarter,Pending,,e4d20cbf-e880-433f-8807-5ad0ef6213db
1939,S,Lincoln Head Penny,Penny,Penny,Pending,,e4d8c667-a74b-4b30-81d5-2c5cfce2ea41
1977,,Washington Silver Quarter,Quarter,Quarter,Pending,,e4e8e1bc-a769-4afe-bfc5-8939b117bc92
1987,S,Lincoln Cent,Penny,Penny,Pending,,e4ef51f0-7ea8-4f9f-9cf9-beb8081e6d91
1840,,,Nickel,Nickel,Pending,,e503053b-2875-43b0-a700-7b9c7d23b552
1921,S,Lincoln Head Penny,Penny,Penny,Pending,,e50b2f80-cb7a-4e21-b9d9-da6cc2bae7f2
1951,D,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,e5257e3b-b197-4373-bea5-1de37828f98f
1892,,Barber,Half Dollar,Half Dollar,Pending,,e527381b-1e1a-4c37-b373-38e61699e9ca
1855,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,e543dced-6512-4594-b4a8-10d996a1b1d5
2006P,,State and Territory Quarters,Quarter,Quarter,Pending,,e54b1989-f7d7-4677-9d5d-a23ee6556c2a
2007S,,State and Territory Quarters,Quarter,Quarter,Pending,,e54d88ec-1000-4276-bf7a-ad18a6f0e9b3
1915,S,Barber Silver Quarters,25 Cents,25 Cents,Pending,,e55e44d7-dcd1-42a6-9340-2717cf1c0fad
2007,S,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,e563c4a6-5abb-47a9-9e3e-b4843c16864e
1979,S,Roosevelt Dime,Roosevelt Dime,Roosevelt Dime,Pending,,e573b044-04a1-414e-8340-d2f6134e98b0
1993P,,Washington Silver Quarter,Quarter,Quarter,Pending,,e57766be-7468-4027-96f6-a6ec0ff39213
multiple,,Wheat Cents,1 cent,1 cent,Pending,,e5a28f71-fbed-420e-bbd5-6e3a75ee3667
1914,,Lincoln Wheat Cent,Penny,Penny,Pending,,e5f9bab6-4322-44c6-83d8-c866ad763507
1879,,,1879,,Pending,,e60c1194-7477-4037-8929-f5a778580f53
2006,,American Eagle,Dollar,Dollar,Pending,,e6168746-e1cf-44bd-81d4-c4742cada0a5
1971,S,Eisenhower Dollar,Dollar,Dollar,Pending,,e62aa797-2547-41fb-9643-36205326c280
1971,S,Lincoln Cent Series,Penny,Penny,Pending,,e6325b26-48af-4e6d-905f-c397b04fa6f0
1891,S,Liberty Seated,Quarter,Quarter,Pending,,e649b2be-99fa-4a16-805e-90ead2c94fb3
2002,P,Sacagawea Dollar,1 Dollar,1 Dollar,Pending,,e64be959-0175-4d12-99fb-6ad72c4abed3
1993,P,American Eagle,Dollar,Dollar,Pending,,e686c9fc-25f1-48ba-9b5c-18370ddbfe14
1944,D,Walking Liberty,Half Dollar,Half Dollar,Pending,,e6894500-2178-45fa-9e83-220e7121c5a8
1924,S,Mercury Silver Dime,1 Dime,1 Dime,Pending,,e69293b9-a8f6-4cf1-a0e3-216ca88d3d92
1950,,Time Capsule Year Set,5-Coin Set,5-Coin Set,Pending,,e693a6cc-c32a-41e4-a720-771b478c2471
1911,S,Lincoln Wheat Cent Series,Penny,Penny,Pending,,e6a729d0-92b4-407d-8376-570a01dee8f4
1823,,Capped Bust Half Dollar,Capped Bust Silver Half Dollar,Capped Bust Silver Half Dollar,Pending,,e6b81cbf-36a8-4ee5-83ee-06e93fcf02dc
1985S,,Roosevelt Dimes,Dime,Dime,Pending,,e6ba962d-3c1d-4acc-935f-0fefd5d2b993
2000P,,State and Territory Quarters,Quarter,Quarter,Pending,,e6c0e449-823e-452f-9ecc-30dc13e9f2e9
1939,,Lincoln Wheat Cent,Penny,Penny,Pending,,e6f9dfda-d001-4345-ba7a-4e6a32edca8f
1910,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,e71604fe-c256-495e-b52f-c9f346487d12
2008P,,State and Territory Quarters,Quarter,Quarter,Pending,,e72759d4-96ec-4eab-8f6f-ac626fa3bf2a
2011P,,Presidential Dollars,1,1,Pending,,e73502a0-30e8-4138-81d4-34e06e293102
1842,,Liberty Seated,Half Dollar,Half Dollar,Pending,,e7512ede-6855-41b6-b7cf-893c4da82190
1854,O,Liberty Seated Silver Dime,Dime,Dime,Pending,,e764d810-a35a-48a0-9262-d90ca4546051
1936,S,Lincoln Head Cent,Penny,Penny,Pending,,e774033c-8f29-472b-b855-d7f2821a577e
2015,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,e793a248-e96f-4f2c-8f22-55767e0c3fff
2012,S,Native American Dollar,1 Dollar,1 Dollar,Pending,,e7975a8e-b304-40ee-9c79-4401f11ce992
1934,D,Lincoln Head Penny,Penny,Penny,Pending,,e7a4c0e3-ae0e-4fe5-9e9c-be6e2277d77e
1997D,,Washington Silver Quarter,Quarter,Quarter,Pending,,e7ae27c5-06a6-40d6-82e4-306bab6d2b96
1943,,Walking Liberty,Half Dollar,Half Dollar,Pending,,e7ba6702-9973-41c6-a22b-50af0d7775d1
1945,S,Jefferson Nickel Series,Nickel,Nickel,Pending,,e7c6ee02-bf19-44dd-8977-0b7c083a785e
2000S,,State and Territory Quarters,Quarter,Quarter,Pending,,e8020d05-ee9d-4f29-a471-b6fc94be0f15
1950,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,e80720da-5d46-4477-9b97-00d7515d618a
1945,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,e822b6b0-0d51-42ff-8872-c23c00d2a710
2005S,,State and Territory Quarters,Quarter,Quarter,Pending,,e829b4c1-7c1d-41d4-aa24-7990de9cccb7
1959,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,e84da6c4-ac2f-4a74-a9c6-c327830fbc1c
1995,S,,Washington Quarter,Washington Quarter,Pending,,e86110a0-1269-4f31-bfd3-00de53cb5d19
1908,D,Barber Dimes,Barber Silver Dimes,Barber Silver Dimes,Pending,,e8736fe8-20ff-4313-a6f8-240580b16a9f
1853,,,Nickel,Nickel,Pending,,e87fcfa3-396a-4273-8ebf-98b9d5413725
1964,D,,Roosevelt Dime,Roosevelt Dime,Pending,,e88ffcc8-f240-4562-a88a-abcd9d2a90e4
1972,,Eisenhower Dollar,Dollar,Dollar,Pending,,e897940b-5cf6-4952-84d4-a50fd97d6dd2
1998,S,Lincoln Cent,Penny,Penny,Pending,,e89e4bf7-651c-4396-9aab-83db768025d8
2003,D,Sacagawea Dollar,1 Dollar,1 Dollar,Pending,,e8b409c6-d9e3-445b-a40b-356a77846012
1925,,Lincoln Cent,Penny,Penny,Pending,,e8c9d92c-1b6d-4947-8514-655258b28e00
2018,P,National Park Quarters,Quarter,Quarter,Pending,,e8d68b67-b114-4f71-a0e2-0088318a3262
1995,,Lincoln Cent,Penny,Penny,Pending,,e8dced72-98c0-4b56-9c2e-53347965eb34
1981,P,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,e905df65-88be-441f-8abe-d0755845c504
1960,D,Lincoln Cent Series,Penny,Penny,Pending,,e920b9e1-f87e-4638-90a0-93283a3316e2
2007D,,State and Territory Quarters,Quarter,Quarter,Pending,,e9225369-6452-4fd0-9c3a-de4d1792933b
1920,,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,e93d16e0-ed5b-4a22-b4d7-2228538539f0
1897,,Indian Head Cent,Penny,Penny,Pending,,e9401e09-7d29-4af0-ad92-13401dc04d72
2071S,,Roosevelt Dimes,Dime,Dime,Pending,,e95e4757-51cf-4814-847a-7927486501e2
2016,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,e964226e-691e-4b69-8d48-874fd5197bbb
1956,,Lincoln Head Penny,Penny,Penny,Pending,,e9692a43-fa7f-4a22-930f-38cd6329ab6b
1981,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,e996f334-c979-4af7-ad70-5a166dfcb919
1892,S,Barber Silver Quarters,25 Cents,25 Cents,Pending,,e9ac4921-7bb5-430d-bff1-dce488485d1b
2016,S,National Park Quarters,Quarter,Quarter,Pending,,e9b6807b-405d-4199-adf4-514ad6ceda13
1904,,Morgan Silver Dollar,Dollar,Dollar,Pending,,e9e86cf6-a797-41de-8d0b-40e3fcc764ef
2015,S,Native American Dollar,1 Dollar,1 Dollar,Pending,,e9f77787-b100-4e44-974f-5c606538b4a0
2004S,,State and Territory Quarters,Quarter,Quarter,Pending,,ea0b5706-59b8-4f2f-89e1-ddc828e4fb05
2000S,,State and Territory Quarters,Quarter,Quarter,Pending,,ea15986c-f676-4968-be4b-cbf00660acd1
1988S,,Roosevelt Dimes,Dime,Dime,Pending,,ea6ca550-3d3a-41ca-af84-34d7033cee98
1881,O,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,ea89a68f-986c-41c1-a332-e94ccb452c4d
2011,D,National Park Quarters,Quarter,Quarter,Pending,,ea95b824-02d4-4d38-b6bb-266ed2c43cde
1946,,Lincoln Wheat Cent,Penny,Penny,Pending,,eaad2d1c-70ac-4536-90fa-0c7a5f0c6ba0
2019,,American Innovation Dollar,Dollar,Dollar,Pending,,eab379de-7818-40e9-a2f9-dace606a9871
1880,CC,Morgan silver dollar,1,1,Pending,,ead1bafc-e4ef-4459-a907-c3483977386d
1918,S,Lincoln Cent Series,Penny,Penny,Pending,,ead1c9df-1b72-45b7-910d-028879591b18
2001D,,State and Territory Quarters,Quarter,Quarter,Pending,,eadfbf29-49f6-4302-b246-56c7a50f5f0a
2009,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,eae10b6c-088a-47a6-bc6a-30e0f8f95890
2004P,,State and Territory Quarters,Quarter,Quarter,Pending,,eae6c201-9062-4479-a4eb-192af0972564
1931,,Mercury Dime,Dime,Dime,Pending,,eb0937c5-151e-4462-96cf-ec2bd3ded17d
1973,,Eisenhower Dollar,Dollar,Dollar,Pending,,eb2f2296-0fe2-4e31-9321-65577c7dc003
1910,,Lincoln Wheat Cent,Penny,Penny,Pending,,eb6fb894-3ea5-4805-a265-2dacd871c11a
1920,,Lincoln Cent,Penny,Penny,Pending,,ebb81e61-c58d-4272-995a-994be664a58f
2021,W,American Silver Eagle,American Silver Eagle Dollar,American Silver Eagle Dollar,Pending,,ebbad28e-8269-4710-9a7f-ed87b38eb418
1893,O,Barber,Half Dollar,Half Dollar,Pending,,ebe0eae0-c7f7-4246-87a7-e4794ee0d4d9
1981,S,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,ebef63ec-6143-40e1-8c07-ad5b66db3607
1893,O,Barber Silver Quarters,25 Cents,25 Cents,Pending,,ebf6e30c-4551-4859-883a-d4af89972a4d
2012,W,American Eagle,Dollar,Dollar,Pending,,ec149a33-83d6-4966-881c-a6e28df2a25c
1972,,Eisenhower Dollar,1 Dollar,1 Dollar,Pending,,ec1df576-3bac-40ec-9d3a-22ec4564c97f
1962,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,ec1e9dfe-6b8d-497e-bcf9-d4e112453073
1865,,,1865,,Pending,,ec2a2127-a7a3-4d4d-b322-9f206b0fe4cb
1908,O,Barber Silver Quarters,25 Cents,25 Cents,Pending,,ec9c670a-0d4d-4b2c-95fd-0d0ab1d0b0d0
1949,,Time Capsule Year Set,Mixed US Coin Set,Mixed US Coin Set,Pending,,ec9e9bad-452a-4698-97d2-f0f9fc636a52
2004,,Lincoln Head Penny,Penny,Penny,Pending,,ecd23a54-a363-4d45-b781-55af7b73d004
1913,S,Barber Dimes,Barber Silver Dimes,Barber Silver Dimes,Pending,,ecd7c033-f1ec-4c33-8c97-8019612b984a
1896,S,Liberty Seated,Half Dollar,Half Dollar,Pending,,ece37acc-cbb0-4a91-a042-ccef0280a983
1999,D,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,ecef895b-7012-41b9-a829-cf3ba4848dbb
1964,,Washington Silver Quarter,Quarter,Quarter,Pending,,ecf1ee83-2230-41ad-ae15-531978e3d572
1980D,,Roosevelt Dimes,Dime,Dime,Pending,,ed0b89d2-96c5-45cf-bae7-db6d5a35b9d1
1921,,Walking Liberty Half Dollar,Half Dollar,Half Dollar,Pending,,ed1ae714-1e18-46b2-af7b-ebedf85f393b
1952,,Roosevelt Dimes,Dime,Dime,Pending,,ed225761-1d5f-466d-a823-878fd060c908
1930,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,ed437d66-61bf-452c-a7ae-36162d67f4f9
1976,,U.S. Bicentennial,1 Dollar,1 Dollar,Pending,,ed45cd95-91ce-439b-b148-3bd6f2d4c09c
1900,O,Barber Silver Quarters,25 Cents,25 Cents,Pending,,ed4aded3-8fff-4b4e-a484-488ef7c6122b
1918,,Lincoln Cent,Penny,Penny,Pending,,ed50f42d-f0a6-449d-8b50-4a5327c7159a
1957,P,Jefferson Nickel Series,Nickel,Nickel,Pending,,ed557213-673e-454d-a5be-84e0e9636c25
2014P,,Presidential Dollars,1,1,Pending,,ed5bda57-b746-4724-92e2-41ce8dde5e4b
1992P,,Roosevelt Dimes,Dime,Dime,Pending,,ed6ab31a-bd8a-42d6-82b2-02734ed771b6
2020,,American Innovation Dollar,Dollar,Dollar,Pending,,eda96268-6115-44c0-951e-ffc1ec473b22
2019,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,ede685f8-c33c-492e-88d5-ba864886d1a1
1929,,Lincoln Cent,Penny,Penny,Pending,,edea9dd8-97ff-42b9-b9f7-6debf356917e
2020,D,National Park Quarters,Quarter,Quarter,Pending,,ee20f64e-778d-4edc-bd5f-d9402cea0cb0
1968,S,,Lincoln Cent,Lincoln Cent,Pending,,ee2da1da-a0b9-41a7-9b5c-155e993b05d6
2024,D,Native American Dollar Program,Native American Dollar,Native American Dollar,Pending,,ee3c2546-9b7c-4560-9188-6a965641cffe
1942,,Washington Silver Quarter,Quarter,Quarter,Pending,,ee3d630e-8dfa-497b-8683-2e9d7652f7e6
2018P,,Roosevelt Dimes,Dime,Dime,Pending,,ee4dd565-617c-415d-a09d-65d286ed3218
1974,,Eisenhower Dollar,Dollar,Dollar,Pending,,ee5243cb-020c-4607-beaf-4505235a24c1
2000S,,State and Territory Quarters,Quarter,Quarter,Pending,,ee5a3d18-e51c-44e8-80e0-05ff0fe6ae8b
2002,S,Lincoln Cent,Penny,Penny,Pending,,ee602240-2664-4b7b-bf2f-ea22d2f54ab5
1924,D,Mercury Dime,Dime,Dime,Pending,,ee69b560-f6c2-4c6b-8bd5-e04f3da838f7
1891,CC,Morgan Silver Dollar,1,1,Pending,,ee8d7697-04c0-4aa5-85a8-f1950a8be4b3
1914,P,Barber Dimes,Barber Silver Dimes,Barber Silver Dimes,Pending,,ee95f948-9d05-4d20-b767-925f6606683e
2010,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,eeb628e4-8383-4d54-b573-40e095cc2c4b
1903,O,Morgan Silver Dollar,Dollar,Dollar,Pending,,eeb6da5b-8399-4847-aa34-8a9cdbcf9ea1
1910,PENDING,Barber Series,Dime,Dime,Pending,,eecc2c3c-3297-40ef-b068-53e2dc333bac
1919,,Lincoln Head Penny,Penny,Penny,Pending,,eed84ccc-1fbc-4c95-90db-ee1243c0528b
1994,,American Eagle,Dollar,Dollar,Pending,,eef66dc8-5484-49b1-b00f-4f2f852dccc0
1997D,,Roosevelt Dimes,Dime,Dime,Pending,,ef00b71f-f4db-48c0-8334-997f0b0cd7d0
2017,P,National Park Quarters,Quarter,Quarter,Pending,,ef01630d-2b2c-4303-866d-ce1598a14dac
1921,S,Barber,Half Dollar,Half Dollar,Pending,,ef177ad1-d97f-4f9d-9407-af7a8efb6a67
1955,,Washington Silver Quarter,Quarter,Quarter,Pending,,ef348da0-3e02-442c-8314-56f2634cb76e
2009D,,State and Territory Quarters,Quarter,Quarter,Pending,,ef3f4700-0685-4730-8526-67d23fb8ff5b
2005S,,State and Territory Quarters,Quarter,Quarter,Pending,,ef464e42-004e-4389-b458-447a885cc9f3
1981,S,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,ef5261df-c670-4a72-b4d5-34954bfde3d9
1973S,,Washington Silver Quarter,Quarter,Quarter,Pending,,ef702e0c-ca18-4f78-8e89-625081444f6a
1974,D,Eisenhower Dollar,1 Dollar,1 Dollar,Pending,,ef7b0ecc-f8b9-4d21-bb68-1328d26196a7
1952,,Time Capsule Year Set,"5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Franklin Half Dollar)","5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Franklin Half Dollar)",Pending,,ef7db115-b3a0-4f6c-b7e3-31681a18392b
1954,,Roosevelt Dimes,Dime,Dime,Pending,,ef821c59-c596-4bb1-8783-dd8714a4a784
2007S,,State and Territory Quarters,Quarter,Quarter,Pending,,ef86b3e8-cf36-41f4-987f-b532c597f46c
1924,,Lincoln Head Penny,Penny,Penny,Pending,,efab2012-76ee-4a5f-888d-4755e08ed276
2008D,,Roosevelt Dimes,Dime,Dime,Pending,,efccf714-ee29-4bc6-9534-8114917b45ab
1945,D,Jefferson Nickel Series,Nickel,Nickel,Pending,,efd905f0-8926-499a-b540-1aff35c38c9f
1859,,Liberty Seated,Quarter,Quarter,Pending,,efe21cdc-157d-4e82-b0d7-7aed039f1a16
1919,D,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,effaeb62-603e-4f31-95e9-0d74e45d4eb0
1987,S,American Eagle,Dollar,Dollar,Pending,,f0164a70-7227-43ed-b523-13eb9a9afc20
1911,S,Barber Dimes,Barber Silver Dimes,Barber Silver Dimes,Pending,,f0196f02-8321-4db8-b136-36624f366c11
1883,P,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,f022db55-7909-475f-9d05-b49e59536f79
1955D,,Washington Silver Quarter,Quarter,Quarter,Pending,,f035b898-996e-4311-b1a5-22ea94bb2323
2020,,American Innovation Dollar,Dollar,Dollar,Pending,,f03a7f06-f693-4099-ba67-0129fdb6bde6
1928,S,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,f0618471-e0f4-468c-8d4a-ac5df7d7b3df
1978,D,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,f06fd46f-869a-4fe2-bd00-9c5ef5de5bd7
2006,P,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,f07b07ca-596d-45b5-a506-033a987f7241
1940,,"America Revisited Selection, Time Capsule Year Set","5-Coin Set (Lincoln Cent, Jefferson Nickel, Mercury Dime, Washington Quarter, Walking Liberty Half Dollar)","5-Coin Set (Lincoln Cent, Jefferson Nickel, Mercury Dime, Washington Quarter, Walking Liberty Half Dollar)",Pending,,f0a5b51f-32f4-4118-8774-eca1733ff2ed
1924,,Lincoln Head Cent,Penny,Penny,Pending,,f0a8da55-a6e5-494e-b2ea-92996eb26301
1988,,Lincoln Head Penny,Penny,Penny,Pending,,f0c1d310-1a51-4828-ae07-aea48f48cf53
1937,,Lincoln Head Penny,Penny,Penny,Pending,,f0d5ea6f-018e-4b90-a534-63fe5a0292e4
1996,,American Eagle,Dollar,Dollar,Pending,,f0eca048-38e6-49cd-9b96-ef0200e58f0e
1924,D,Lincoln Head Penny,Penny,Penny,Pending,,f0ecf15b-260a-4466-8fa3-78e7ca00f0bc
2004D,,State and Territory Quarters,Quarter,Quarter,Pending,,f0f6afdc-9cf8-48aa-8c45-87bfbf85671b
1907,D,Barber Silver Quarters,25 Cents,25 Cents,Pending,,f1092b95-1218-42a9-abb9-4c59a72d3a7f
1934,,Mercury Dime,Dime,Dime,Pending,,f12056a3-cd31-40e1-b859-50d8a42cda63
2001D,,State and Territory Quarters,Quarter,Quarter,Pending,,f12315d5-9cea-4780-8cf7-08f02188b8b6
1929,D,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,f12e45d6-dc1d-426a-9d85-eeebe5c16c70
1926,,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,f148df51-91d9-4b20-9783-9e3a1b223cdf
1954,D,Lincoln Cent,Penny,Penny,Pending,,f14ebf00-b25b-4b3a-a71a-a5b03d9631fc
1925,,Lincoln Head Penny,Penny,Penny,Pending,,f15f18a9-cb0a-4c17-8241-8057acfac13f
1961D,,Roosevelt Dimes,Dime,Dime,Pending,,f165f762-9504-48a5-b674-6be96994dffb
2024,P,U.S. Innovation Dollar,Dollar,Dollar,Pending,,f16fc9c9-34be-454a-9366-7883bfa354a7
1948,O,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,f1782ef3-d482-498c-a156-c52a38849317
1974,S,Eisenhower Dollar,1 Dollar,1 Dollar,Pending,,f1999b6e-3c5e-4972-aac5-20789685fd04
1899,O,Morgan Silver Dollar,Dollar,Dollar,Pending,,f1af8c3f-32fa-4a06-a873-6d449cd20e85
2017,P,National Park Quarters,Quarter,Quarter,Pending,,f1b1c3ef-0748-4f98-97a6-632c5d03bdf4
1929,D,,Penny,Penny,Pending,,f1df1c2a-9094-4293-8dfe-1df7b7bdf4b6
1955,,Lincoln Head Penny,Penny,Penny,Pending,,f2199cd9-c700-4c81-9bdd-397d135db08f
1832,,,Capped Bust Silver Quarter,Capped Bust Silver Quarter,Pending,,f22afc42-c319-488c-baba-144beb052a29
2013,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,f275b141-2317-4b49-bcc2-991e5e053c6a
1984,O,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,f29c140a-2ec6-4505-ac46-9f469c80f2e1
